,,Machines,File,Accepted Load Algorithm,Accepted Load Greedy,Available Resource,Performance Ratio Algorithm,Performance Ratio Greedy,Difference In PR
332,0.1,160,S3,7468904,9999602,10023723,1.342060763,1.002412196,0.339648567
333,0.1,160,S4,7610740,10001760,10023723,1.317049722,1.002195914,0.314853808
334,0.1,160,S5,6300741,10000560,10023723,1.590880025,1.00231617,0.588563855
335,0.1,160,S6,7442684,9995884,10023723,1.346788739,1.002785046,0.344003693
336,0.1,160,S7,7670559,9997432,10023723,1.306778685,1.002629775,0.304148909
337,0.1,160,S8,5963042,10002092,10023723,1.680974744,1.002162648,0.678812097
338,0.1,160,S9,6138046,10000743,10023723,1.633047879,1.002297829,0.630750049
339,0.1,160,S10,6159178,10001254,10023723,1.627444929,1.002246618,0.62519831
340,0.1,170,S1,6258715,10016318,10023723,1.601562461,1.000739294,0.600823168
341,0.1,170,S2,7622782,10014369,10023723,1.314969128,1.000934058,0.31403507
342,0.1,170,S3,7594847,10016047,10023723,1.319805784,1.00076637,0.319039414
343,0.1,170,S4,7790154,10016823,10023723,1.286716925,1.000688841,0.286028084
344,0.1,170,S5,7554676,10016176,10023723,1.326823678,1.000753481,0.326070197
345,0.1,170,S6,7535794,10015016,10023723,1.330148223,1.000869395,0.329278829
346,0.1,170,S7,6333589,10013843,10023723,1.582629217,1.000986634,0.581642583
347,0.1,170,S8,6171646,10017584,10023723,1.624157154,1.000612822,0.623544331
348,0.1,170,S9,6224392,10017831,10023723,1.610393915,1.000588151,0.609805764
349,0.1,170,S10,7732516,10016848,10023723,1.296308084,1.000686344,0.29562174
350,0.1,180,S1,7527045,10022079,10023723,1.33169431,1.000164038,0.331530272
351,0.1,180,S2,5837434,10020896,10023723,1.71714541,1.000282111,0.7168633
352,0.1,180,S3,6225268,10022430,10023723,1.610167305,1.000129011,0.610038295
353,0.1,180,S4,6082540,10022194,10023723,1.647950198,1.000152561,0.647797637
354,0.1,180,S5,6056204,10022579,10023723,1.655116472,1.000114142,0.65500233
355,0.1,180,S6,7421330,10021948,10023723,1.350663965,1.000177111,0.350486853
356,0.1,180,S7,6872435,10021398,10023723,1.458540241,1.000232004,0.458308237
357,0.1,180,S8,6166206,10023002,10023723,1.625590031,1.000071935,0.625518096
358,0.1,180,S9,7520448,10022942,10023723,1.332862484,1.000077921,0.332784562
359,0.1,180,S10,6256965,10022659,10023723,1.6020104,1.000106159,0.60190424
360,0.2,10,S1,803100,1039170,1694980,2.110546632,1.631090197,0.479456435
361,0.2,10,S2,700929,1147497,1678610,2.394835996,1.462844783,0.931991213
362,0.2,10,S3,802733,1055045,1691380,2.107026869,1.603135411,0.503891458
363,0.2,10,S4,827746,1128866,1738000,2.099677921,1.539598145,0.560079775
364,0.2,10,S5,755763,1182409,1716990,2.271863005,1.452111748,0.819751257
365,0.2,10,S6,1028891,1136183,1774790,1.724954344,1.562063506,0.162890838
366,0.2,10,S7,1038109,1028966,1720520,1.65735968,1.672086347,-0.014726667
367,0.2,10,S8,802721,1106657,1694400,2.110820572,1.531097711,0.57972286
368,0.2,10,S9,1141397,1109345,1706850,1.495404316,1.538610622,-0.043206306
369,0.2,10,S10,1111017,1170668,1722500,1.550381317,1.471382151,0.078999166
370,0.2,20,S1,1361601,2102256,3360640,2.468153299,1.598587422,0.869565877
371,0.2,20,S2,1421951,2227354,3369140,2.36937841,1.512619907,0.856758504
372,0.2,20,S3,1664303,2134689,3387660,2.035482722,1.586957163,0.448525558
373,0.2,20,S4,1558902,2110962,3505060,2.248415872,1.660408856,0.588007016
374,0.2,20,S5,1868816,2174313,3459860,1.851364714,1.591242843,0.260121871
375,0.2,20,S6,1401206,2250411,3580200,2.555084691,1.590909394,0.964175297
376,0.2,20,S7,1405260,2156711,3432800,2.442821969,1.591682891,0.851139078
377,0.2,20,S8,1322595,2147897,3361780,2.541806071,1.565149539,0.976656531
378,0.2,20,S9,1941664,2114253,3411060,1.756771511,1.613364153,0.143407359
379,0.2,20,S10,1571654,2172249,3447880,2.193790745,1.587239769,0.606550977
380,0.2,30,S1,2065239,3181770,5103180,2.470987619,1.603880859,0.867106761
381,0.2,30,S2,1950322,3225810,5106000,2.618029228,1.582858259,1.035170969
382,0.2,30,S3,2236458,3105703,5082450,2.272544354,1.636489387,0.636054966
383,0.2,30,S4,1983172,3182076,5245650,2.645080709,1.648499282,0.996581427
384,0.2,30,S5,2019884,3159391,5191200,2.570048577,1.643101471,0.926947106
385,0.2,30,S6,1846444,3182163,5359890,2.902817524,1.684354321,1.218463203
386,0.2,30,S7,2470604,3183565,5178660,2.096110911,1.626685807,0.469425104
387,0.2,30,S8,1687353,3154309,5114460,3.03105515,1.621420095,1.409635054
388,0.2,30,S9,1534109,3149857,5129250,3.343471683,1.628407258,1.715064425
389,0.2,30,S10,2100599,3206037,5178300,2.465153987,1.615171628,0.849982359
390,0.2,40,S1,2636860,4118786,6796640,2.577550572,1.650156138,0.927394433
391,0.2,40,S2,2760390,4197467,6799880,2.463376552,1.61999606,0.843380492
392,0.2,40,S3,3020170,4111547,6811840,2.255449197,1.656758393,0.598690804
393,0.2,40,S4,3160299,4181867,7010120,2.21818252,1.676313474,0.541869046
394,0.2,40,S5,2952679,4175850,6860280,2.323408674,1.642846367,0.680562307
395,0.2,40,S6,2923809,4162126,7150280,2.445535943,1.717939342,0.727596601
396,0.2,40,S7,2797876,4118834,6907240,2.468744147,1.676989167,0.79175498
397,0.2,40,S8,2186001,4154811,6820800,3.120218152,1.641663123,1.478555029
398,0.2,40,S9,2117231,4175860,6835400,3.228462081,1.636884378,1.591577703
399,0.2,40,S10,2812424,4184077,6897120,2.452375602,1.648420906,0.803954696
400,0.2,50,S1,2942366,5069651,8500350,2.888950593,1.676713052,1.212237541
401,0.2,50,S2,2600889,5123799,8503800,3.269574365,1.659666978,1.609907387
402,0.2,50,S3,3305792,5056454,8498600,2.570821153,1.680743066,0.890078087
403,0.2,50,S4,2389126,5096878,8708050,3.644868458,1.708506658,1.9363618
404,0.2,50,S5,2299907,5109587,8652050,3.761912982,1.693297325,2.068615656
405,0.2,50,S6,3179781,5031894,8967650,2.820209945,1.782161945,1.038048
406,0.2,50,S7,2771058,5081680,8632500,3.11523613,1.698749233,1.416486897
407,0.2,50,S8,2711771,5107821,8526900,3.14440268,1.669381131,1.475021549
408,0.2,50,S9,2665176,5107672,8547100,3.206955188,1.673384665,1.533570523
409,0.2,50,S10,2988517,5134449,8622900,2.885344136,1.679420713,1.205923423
410,0.2,60,S1,3528678,5960362,10023723,2.84064542,1.681730573,1.158914847
411,0.2,60,S2,3399966,6009021,10023723,2.948183305,1.668112493,1.280070812
412,0.2,60,S3,3386774,5926476,10023723,2.959666928,1.691346257,1.268320671
413,0.2,60,S4,3268841,5975594,10023723,3.066445569,1.677443782,1.389001787
414,0.2,60,S5,3001501,5996983,10023723,3.339570102,1.671460966,1.668109135
415,0.2,60,S6,2729624,5969533,10023723,3.672199175,1.679146928,1.993052246
416,0.2,60,S7,3569353,5970426,10023723,2.808274497,1.678895777,1.12937872
417,0.2,60,S8,3271870,5990276,10023723,3.063606745,1.673332414,1.390274331
418,0.2,60,S9,3094757,5963650,10023723,3.238937015,1.680803367,1.558133648
419,0.2,60,S10,3665789,6002480,10023723,2.734397152,1.669930262,1.064466889
420,0.2,70,S1,3590933,6769711,10023723,2.791397946,1.480672218,1.310725728
421,0.2,70,S2,3336338,6819678,10023723,3.004408726,1.469823502,1.534585224
422,0.2,70,S3,4280322,6792801,10023723,2.341815172,1.475639136,0.866176036
423,0.2,70,S4,3652782,6775870,10023723,2.744133923,1.479326345,1.264807578
424,0.2,70,S5,4185740,6799934,10023723,2.394731398,1.474091219,0.920640178
425,0.2,70,S6,3766237,6792609,10023723,2.661468994,1.475680847,1.185788147
426,0.2,70,S7,3804958,6783446,10023723,2.634384663,1.477674179,1.156710484
427,0.2,70,S8,3593578,6799781,10023723,2.789343379,1.474124387,1.315218991
428,0.2,70,S9,3322744,6784667,10023723,3.016700354,1.47740825,1.539292104
429,0.2,70,S10,3326097,6798515,10023723,3.013659253,1.474398894,1.539260358
430,0.2,80,S1,4093735,7517763,10023723,2.448551995,1.333338521,1.115213474
431,0.2,80,S2,3461409,7529930,10023723,2.895850505,1.331184088,1.564666417
432,0.2,80,S3,4048131,7506926,10023723,2.476136024,1.335263329,1.140872695
433,0.2,80,S4,3914553,7510670,10023723,2.560630294,1.334597712,1.226032582
434,0.2,80,S5,4692382,7503816,10023723,2.136169434,1.335816736,0.800352697
435,0.2,80,S6,4750432,7506533,10023723,2.110065569,1.335333236,0.774732333
436,0.2,80,S7,4173318,7490527,10023723,2.401859384,1.338186619,1.063672765
437,0.2,80,S8,3924814,7517593,10023723,2.553935804,1.333368673,1.220567132
438,0.2,80,S9,3884963,7488624,10023723,2.580133453,1.338526677,1.241606776
439,0.2,80,S10,3539726,7516162,10023723,2.831779352,1.333622532,1.49815682
440,0.2,90,S1,4649961,8139578,10023723,2.155657435,1.231479445,0.924177989
441,0.2,90,S2,4313631,8146361,10023723,2.323732141,1.230454064,1.093278077
442,0.2,90,S3,5194557,8130452,10023723,1.929658872,1.232861715,0.696797156
443,0.2,90,S4,4273352,8132283,10023723,2.345634762,1.232584134,1.113050628
444,0.2,90,S5,4858086,8147739,10023723,2.063307031,1.230245961,0.833061069
445,0.2,90,S6,3954365,8129798,10023723,2.534850222,1.232960893,1.30188933
446,0.2,90,S7,4263917,8127924,10023723,2.350825075,1.233245168,1.117579907
447,0.2,90,S8,4289435,8135654,10023723,2.336839933,1.232073414,1.104766519
448,0.2,90,S9,4289274,8128109,10023723,2.336927648,1.233217099,1.103710549
449,0.2,90,S10,3838811,8141013,10023723,2.611153037,1.231262375,1.379890662
450,0.2,100,S1,5233354,8655246,10023723,1.915353519,1.158109544,0.757243975
451,0.2,100,S2,4508950,8656356,10023723,2.223072556,1.15796104,1.065111515
452,0.2,100,S3,5046965,8649801,10023723,1.986089264,1.158838567,0.827250696
453,0.2,100,S4,5883155,8656994,10023723,1.703800597,1.157875701,0.545924895
454,0.2,100,S5,5620121,8661518,10023723,1.783542205,1.157270931,0.626271274
455,0.2,100,S6,4066848,8651503,10023723,2.464740015,1.158610591,1.306129424
456,0.2,100,S7,4125374,8653470,10023723,2.429773155,1.158347229,1.271425926
457,0.2,100,S8,4665371,8641973,10023723,2.148537169,1.159888257,0.988648912
458,0.2,100,S9,4816454,8636773,10023723,2.081141645,1.160586599,0.920555046
459,0.2,100,S10,5745950,8660450,10023723,1.744484898,1.157413645,0.587071253
460,0.2,110,S1,5633789,9068351,10023723,1.779215196,1.10535234,0.673862856
461,0.2,110,S2,6254025,9066480,10023723,1.6027635,1.105580446,0.497183055
462,0.2,110,S3,6331963,9059213,10023723,1.583035624,1.106467306,0.476568318
463,0.2,110,S4,4763665,9069915,10023723,2.104204011,1.105161735,0.999042276
464,0.2,110,S5,5410474,9074306,10023723,1.852651542,1.104626954,0.748024588
465,0.2,110,S6,5768227,9063854,10023723,1.737747665,1.105900757,0.631846908
466,0.2,110,S7,4861748,9066788,10023723,2.061752892,1.105542889,0.956210003
467,0.2,110,S8,5070359,9046504,10023723,1.976925697,1.108021729,0.868903968
468,0.2,110,S9,4350939,9045093,10023723,2.303806833,1.108194576,1.195612258
469,0.2,110,S10,6140423,9075921,10023723,1.632415715,1.104430393,0.527985321
470,0.2,120,S1,5145439,9400874,10023723,1.94807926,1.066254372,0.881824888
471,0.2,120,S2,6815891,9402949,10023723,1.470640155,1.066019076,0.40462108
472,0.2,120,S3,6710676,9397775,10023723,1.493697952,1.066605979,0.427091974
473,0.2,120,S4,6411140,9400814,10023723,1.563485277,1.066261177,0.4972241
474,0.2,120,S5,5558821,9406921,10023723,1.803210249,1.065568957,0.737641292
475,0.2,120,S6,6596622,9394100,10023723,1.519523629,1.067023238,0.452500391
476,0.2,120,S7,6678371,9407836,10023723,1.500923354,1.065465321,0.435458033
477,0.2,120,S8,5331736,9383927,10023723,1.880011126,1.068179985,0.811831141
478,0.2,120,S9,5621715,9380924,10023723,1.783036493,1.068521928,0.714514565
479,0.2,120,S10,6655113,9410538,10023723,1.506168716,1.065159399,0.441009317
480,0.2,130,S1,5597466,9653300,10023723,1.790760855,1.038372681,0.752388174
481,0.2,130,S2,7072060,9661349,10023723,1.417369621,1.037507599,0.379862022
482,0.2,130,S3,6908406,9651966,10023723,1.450945848,1.038516195,0.412429653
483,0.2,130,S4,5704493,9653535,10023723,1.757162819,1.038347403,0.718815416
484,0.2,130,S5,5854639,9662787,10023723,1.712099243,1.037353198,0.674746045
485,0.2,130,S6,5968844,9647968,10023723,1.679340757,1.038946543,0.640394214
486,0.2,130,S7,7034361,9660097,10023723,1.424965679,1.037642065,0.387323614
487,0.2,130,S8,5647374,9637913,10023723,1.774935218,1.040030451,0.734904767
488,0.2,130,S9,7063686,9637765,10023723,1.419049912,1.040046422,0.379003491
489,0.2,130,S10,6428873,9661957,10023723,1.559172657,1.037442311,0.521730346
490,0.2,140,S1,6083335,9833907,10023723,1.647734836,1.019302196,0.62843264
491,0.2,140,S2,7296870,9838974,10023723,1.373701738,1.018777263,0.354924475
492,0.2,140,S3,7128402,9839292,10023723,1.406166908,1.018744336,0.387422572
493,0.2,140,S4,6001207,9840957,10023723,1.670284494,1.018571974,0.65171252
494,0.2,140,S5,6916689,9845704,10023723,1.449208284,1.018080881,0.431127404
495,0.2,140,S6,5787618,9835160,10023723,1.731925466,1.019172337,0.712753129
496,0.2,140,S7,7278947,9844848,10023723,1.377084213,1.018169402,0.358914811
497,0.2,140,S8,5937630,9829529,10023723,1.688169017,1.019756186,0.668412831
498,0.2,140,S9,5956058,9830924,10023723,1.682945834,1.019611483,0.663334351
499,0.2,140,S10,5226338,9850857,10023723,1.91792475,1.017548321,0.900376429
500,0.2,150,S1,5440782,9950985,10023723,1.842331305,1.007309628,0.835021676
501,0.2,150,S2,4966170,9952950,10023723,2.018401102,1.007110756,1.011290346
502,0.2,150,S3,5964336,9949563,10023723,1.680610046,1.007453594,0.673156452
503,0.2,150,S4,5792403,9954794,10023723,1.730494753,1.006924202,0.723570552
504,0.2,150,S5,5928521,9956911,10023723,1.69076284,1.006710113,0.684052726
505,0.2,150,S6,6074549,9949730,10023723,1.650118058,1.007436684,0.642681374
506,0.2,150,S7,7377366,9954861,10023723,1.358712988,1.006917425,0.351795563
507,0.2,150,S8,7462177,9945705,10023723,1.343270603,1.007844391,0.335426212
508,0.2,150,S9,7050557,9950534,10023723,1.421692357,1.007355284,0.414337073
509,0.2,150,S10,5419115,9956339,10023723,1.849697414,1.00676795,0.842929464
510,0.2,160,S1,6166631,9994711,10023723,1.625477996,1.002902735,0.622575261
511,0.2,160,S2,7393656,10002333,10023723,1.355719417,1.002138501,0.353580916
512,0.2,160,S3,5481482,9997884,10023723,1.828651996,1.002584447,0.826067549
513,0.2,160,S4,7629064,9999513,10023723,1.313886343,1.002421118,0.311465225
514,0.2,160,S5,5871615,10005241,10023723,1.707149226,1.001847232,0.705301994
515,0.2,160,S6,6211367,10000942,10023723,1.613770849,1.002277885,0.611492964
516,0.2,160,S7,7508152,10000968,10023723,1.335045295,1.00227528,0.332770015
517,0.2,160,S8,7673488,9999062,10023723,1.306279882,1.002466331,0.303813551
518,0.2,160,S9,5958085,10000589,10023723,1.682373279,1.002313264,0.680060016
519,0.2,160,S10,6107530,10002305,10023723,1.641207329,1.002141306,0.639066023
520,0.2,170,S1,7712702,10013046,10023723,1.299638311,1.001066309,0.298572002
521,0.2,170,S2,6193122,10016395,10023723,1.618525035,1.000731601,0.617793434
522,0.2,170,S3,7679341,10015415,10023723,1.305284269,1.000829521,0.304454747
523,0.2,170,S4,7706410,10013967,10023723,1.300699418,1.000974239,0.299725178
524,0.2,170,S5,5945587,10019317,10023723,1.685909734,1.000439751,0.685469984
525,0.2,170,S6,6154762,10015550,10023723,1.628612609,1.000816031,0.627796578
526,0.2,170,S7,7606727,10018574,10023723,1.317744544,1.000513945,0.317230598
527,0.2,170,S8,7705946,10016064,10023723,1.300777737,1.000764672,0.300013065
528,0.2,170,S9,6237389,10015347,10023723,1.607038298,1.000836317,0.606201981
529,0.2,170,S10,7754702,10018685,10023723,1.29259938,1.00050286,0.29209652
530,0.2,180,S1,7376949,10020789,10023723,1.358789792,1.000292791,0.358497001
531,0.2,180,S2,6250475,10022793,10023723,1.603673801,1.000092789,0.603581012
532,0.2,180,S3,7635406,10021933,10023723,1.312795024,1.000178608,0.312616415
533,0.2,180,S4,6097358,10021916,10023723,1.643945296,1.000180305,0.643764991
534,0.2,180,S5,5923705,10022863,10023723,1.692137438,1.000085804,0.692051634
535,0.2,180,S6,7724853,10022013,10023723,1.297594012,1.000170624,0.297423388
536,0.2,180,S7,6832784,10022871,10023723,1.467004226,1.000085006,0.46691922
537,0.2,180,S8,7614667,10022166,10023723,1.316370499,1.000155356,0.316215144
538,0.2,180,S9,6124508,10021713,10023723,1.636657671,1.000200565,0.636457107
539,0.2,180,S10,6178890,10023050,10023723,1.622253026,1.000067145,0.622185881
540,0.3,10,S1,1074335,1129552,1678340,1.562212904,1.485845716,0.076367188
541,0.3,10,S2,1026070,1123340,1684860,1.642051712,1.49986647,0.142185242
542,0.3,10,S3,830317,1066855,1694740,2.041075878,1.588538274,0.452537605
543,0.3,10,S4,1028821,1067665,1674150,1.627250999,1.56804803,0.059202969
544,0.3,10,S5,980033,1096697,1678660,1.712860689,1.530650672,0.182210017
545,0.3,10,S6,885975,1187994,1709720,1.929760998,1.439165518,0.49059548
546,0.3,10,S7,799347,1086061,1692940,2.117903739,1.558789055,0.559114684
547,0.3,10,S8,1012476,1149922,1707470,1.686430098,1.484857234,0.201572864
548,0.3,10,S9,954069,1113314,1720190,1.803003766,1.54510767,0.257896096
549,0.3,10,S10,853238,1086331,1704990,1.998258399,1.569494012,0.428764387
550,0.3,20,S1,1383233,2145696,3427180,2.477659223,1.59723465,0.880424573
551,0.3,20,S2,1459090,2184421,3369820,2.309535395,1.542660504,0.766874892
552,0.3,20,S3,1410089,2203405,3372600,2.391763924,1.530631001,0.861132923
553,0.3,20,S4,1777032,2153139,3389760,1.907540213,1.57433403,0.333206183
554,0.3,20,S5,1724420,2148126,3357900,1.947263428,1.563176462,0.384086966
555,0.3,20,S6,1884705,2220747,3417460,1.8132599,1.538878585,0.274381316
556,0.3,20,S7,1114016,2185309,3358120,3.014427082,1.53667971,1.477747372
557,0.3,20,S8,1345903,2271449,3418020,2.539573803,1.504775146,1.034798657
558,0.3,20,S9,1167778,2172748,3435200,2.941655006,1.581039311,1.360615696
559,0.3,20,S10,1502272,2117840,3419860,2.276458591,1.614786764,0.661671827
560,0.3,30,S1,1829905,3165876,5145180,2.811719734,1.625199471,1.186520263
561,0.3,30,S2,2254540,3154265,5074950,2.250991333,1.608916816,0.642074517
562,0.3,30,S3,2191570,3180227,5091750,2.323334413,1.601064955,0.722269458
563,0.3,30,S4,1778758,3252066,5084820,2.85863507,1.563566053,1.295069017
564,0.3,30,S5,2057148,3250868,4954320,2.408343979,1.523999129,0.88434485
565,0.3,30,S6,1796578,3183718,5122950,2.85150436,1.609109224,1.242395136
566,0.3,30,S7,1913908,3257868,5051130,2.639170744,1.550440349,1.088730395
567,0.3,30,S8,2197981,3256386,5127060,2.332622529,1.574463224,0.758159306
568,0.3,30,S9,2113962,3182868,5152200,2.43722451,1.618728769,0.818495741
569,0.3,30,S10,2040000,3245578,5127930,2.513691176,1.579974353,0.933716824
570,0.3,40,S1,2616299,4203555,6860680,2.62228438,1.63211377,0.990170609
571,0.3,40,S2,2842543,4201006,6767480,2.380783686,1.610918908,0.769864777
572,0.3,40,S3,2597355,4174046,6788280,2.613535693,1.626306945,0.987228748
573,0.3,40,S4,2329443,4168190,6779760,2.910464004,1.626547734,1.283916269
574,0.3,40,S5,1705777,4180323,6714280,3.936200336,1.606162969,2.330037367
575,0.3,40,S6,2771725,4167004,6826080,2.462755143,1.638126577,0.824628566
576,0.3,40,S7,2322638,4199240,6780520,2.919318465,1.614701708,1.304616757
577,0.3,40,S8,2974294,4174319,6829560,2.296195332,1.636089623,0.660105709
578,0.3,40,S9,2361626,4159113,6887040,2.916228056,1.655891533,1.260336524
579,0.3,40,S10,2583318,4176539,6841960,2.648516365,1.638188941,1.010327425
580,0.3,50,S1,2716479,5126658,8575850,3.156972684,1.672795416,1.484177268
581,0.3,50,S2,2648998,5113349,8460350,3.193792521,1.654561423,1.539231097
582,0.3,50,S3,3021284,5130454,8477800,2.806025518,1.652446353,1.153579165
583,0.3,50,S4,2746843,5058958,8480850,3.087489893,1.676402532,1.411087361
584,0.3,50,S5,2614413,5108581,8392900,3.210242605,1.642902403,1.567340202
585,0.3,50,S6,2660361,5106604,8547950,3.213078977,1.67390109,1.539177887
586,0.3,50,S7,3247661,5116928,8482150,2.61177198,1.657664521,0.954107459
587,0.3,50,S8,3343560,5081180,8532500,2.551920707,1.679235926,0.872684782
588,0.3,50,S9,2766910,5128046,8587900,3.103787257,1.674692466,1.429094792
589,0.3,50,S10,2615026,5124281,8538800,3.265283022,1.666341093,1.59894193
590,0.3,60,S1,3853638,5998623,10023723,2.601106539,1.671003995,0.930102543
591,0.3,60,S2,3730547,5965968,10023723,2.686931166,1.680150313,1.006780853
